machine_name,node_id,timestamp,voltage_l1,voltage_l2,voltage_l3,current_l1,current_l2,current_l3,active_power_kw,kwh,kvarh,pf,temperature,vibration,co2_ppm
JMS Industrial,TX-JMS,2026-03-11T17:03:14.187Z,398.8,402.6,397.6,19.04,17.37,19.00,22.14,296.485,29.649,0.86,61.0,0.82,456
EBOOT CNC,TX-EBOOT,2026-03-11T17:03:14.187Z,397.0,401.1,402.2,18.79,17.83,15.50,20.85,262.188,26.219,0.90,66.9,1.26,409
SARA Mill,TX-SARA,2026-03-11T17:03:14.187Z,400.6,403.7,402.8,19.23,15.96,17.11,21.04,326.071,32.607,0.85,69.9,1.87,485
Compressor Array,D-003,2026-03-11T17:03:14.187Z,396.8,400.0,400.6,19.87,17.71,15.20,21.06,221.210,22.121,0.95,61.4,1.48,407
JMS Industrial,TX-JMS,2026-03-11T17:08:14.187Z,395.5,399.3,396.0,19.96,15.66,17.14,20.93,298.229,29.823,0.90,67.6,0.22,475
EBOOT CNC,TX-EBOOT,2026-03-11T17:08:14.187Z,395.6,397.2,402.4,16.39,18.62,18.17,21.19,263.954,26.395,0.86,60.4,1.40,401
SARA Mill,TX-SARA,2026-03-11T17:08:14.187Z,402.1,398.1,401.6,19.49,19.62,19.72,23.57,328.035,32.803,0.90,60.5,0.68,454
Compressor Array,D-003,2026-03-11T17:08:14.187Z,400.9,398.3,402.0,15.56,17.71,18.16,20.59,222.926,22.293,0.87,65.3,0.37,495
JMS Industrial,TX-JMS,2026-03-11T17:13:14.187Z,397.7,397.1,399.5,16.76,18.96,16.80,20.91,299.972,29.997,0.94,63.6,0.99,456
EBOOT CNC,TX-EBOOT,2026-03-11T17:13:14.187Z,396.3,400.5,401.2,17.68,17.21,16.47,20.51,265.663,26.566,0.91,56.4,2.10,476
SARA Mill,TX-SARA,2026-03-11T17:13:14.187Z,404.9,399.2,395.7,15.28,15.45,19.73,20.16,329.715,32.972,0.86,58.8,0.29,430
Compressor Array,D-003,2026-03-11T17:13:14.187Z,395.2,399.6,395.9,15.30,18.80,16.57,20.12,224.603,22.460,0.89,41.3,1.33,491
JMS Industrial,TX-JMS,2026-03-11T17:18:14.187Z,403.7,399.6,401.5,18.45,15.64,16.84,20.46,301.676,30.168,0.95,57.0,0.69,442
EBOOT CNC,TX-EBOOT,2026-03-11T17:18:14.187Z,399.3,404.3,403.9,19.70,15.58,16.27,20.73,267.390,26.739,0.87,64.7,0.82,414
SARA Mill,TX-SARA,2026-03-11T17:18:14.187Z,399.1,397.8,395.0,19.39,15.67,15.71,20.18,331.397,33.140,0.93,55.7,1.85,415
Compressor Array,D-003,2026-03-11T17:18:14.187Z,401.6,396.2,401.6,19.11,17.69,17.23,21.60,226.403,22.640,0.89,44.6,1.29,415
JMS Industrial,TX-JMS,2026-03-11T17:23:14.187Z,398.2,395.9,401.6,18.30,15.29,16.68,20.04,303.346,30.335,0.92,60.8,2.02,459
EBOOT CNC,TX-EBOOT,2026-03-11T17:23:14.187Z,404.7,400.0,395.4,19.80,18.16,19.33,22.92,269.300,26.930,0.94,57.2,0.90,467
SARA Mill,TX-SARA,2026-03-11T17:23:14.187Z,399.6,401.1,399.3,19.34,17.40,17.88,21.84,333.217,33.322,0.91,41.3,1.43,419
Compressor Array,D-003,2026-03-11T17:23:14.187Z,400.3,402.9,399.0,19.48,17.31,17.85,21.89,228.228,22.823,0.90,47.8,1.43,459
JMS Industrial,TX-JMS,2026-03-11T17:28:14.187Z,398.9,396.7,404.9,16.13,17.61,16.41,20.06,305.018,30.502,0.85,42.9,1.98,426
EBOOT CNC,TX-EBOOT,2026-03-11T17:28:14.187Z,398.1,399.0,397.9,19.20,16.60,15.83,20.57,271.014,27.101,0.95,54.1,0.91,422
SARA Mill,TX-SARA,2026-03-11T17:28:14.187Z,401.6,398.0,403.0,19.33,15.05,19.97,21.80,335.033,33.503,0.87,63.9,0.99,415
Compressor Array,D-003,2026-03-11T17:28:14.187Z,396.1,404.1,395.9,16.09,17.24,17.79,20.38,229.926,22.993,0.87,69.8,0.47,455
JMS Industrial,TX-JMS,2026-03-11T17:33:14.187Z,403.5,395.1,399.4,18.61,18.29,19.14,22.38,306.883,30.688,0.91,54.3,0.92,484
EBOOT CNC,TX-EBOOT,2026-03-11T17:33:14.187Z,395.3,402.4,400.3,19.38,16.39,18.99,21.86,272.836,27.284,0.93,53.5,1.57,440
SARA Mill,TX-SARA,2026-03-11T17:33:14.187Z,402.0,401.6,404.2,17.80,18.08,17.50,21.49,336.824,33.682,0.93,41.1,0.40,418
Compressor Array,D-003,2026-03-11T17:33:14.187Z,398.9,400.9,395.8,18.47,17.74,15.37,20.57,231.640,23.164,0.93,55.7,2.10,448
JMS Industrial,TX-JMS,2026-03-11T17:38:14.187Z,399.0,404.3,404.6,18.65,18.39,16.56,21.57,308.681,30.868,0.94,51.5,0.59,414
EBOOT CNC,TX-EBOOT,2026-03-11T17:38:14.187Z,399.0,395.5,395.3,17.15,15.38,16.04,19.27,274.441,27.444,0.87,54.6,0.59,422
SARA Mill,TX-SARA,2026-03-11T17:38:14.187Z,400.2,396.5,396.4,16.35,16.41,16.50,19.59,338.457,33.846,0.94,69.2,2.08,447
Compressor Array,D-003,2026-03-11T17:38:14.187Z,398.6,397.3,402.1,16.39,18.57,16.42,20.51,233.349,23.335,0.86,68.7,1.23,496
JMS Industrial,TX-JMS,2026-03-11T17:43:14.187Z,401.5,395.2,398.6,17.10,18.20,18.30,21.35,310.460,31.046,0.85,41.0,1.38,455
EBOOT CNC,TX-EBOOT,2026-03-11T17:43:14.187Z,396.0,404.7,402.7,19.33,15.74,15.67,20.33,276.136,27.614,0.89,48.7,1.95,402
SARA Mill,TX-SARA,2026-03-11T17:43:14.187Z,401.4,396.7,401.6,15.22,17.02,18.53,20.30,340.149,34.015,0.91,64.4,1.67,440
Compressor Array,D-003,2026-03-11T17:43:14.187Z,402.9,396.8,397.2,18.81,17.90,16.63,21.29,235.123,23.512,0.92,55.7,1.65,445
JMS Industrial,TX-JMS,2026-03-11T17:48:14.187Z,402.7,402.9,404.7,19.53,19.03,15.42,21.77,312.274,31.227,0.90,62.3,1.14,422
EBOOT CNC,TX-EBOOT,2026-03-11T17:48:14.187Z,404.1,400.5,397.4,16.52,16.38,16.90,19.95,277.799,27.780,0.91,45.2,1.99,498
SARA Mill,TX-SARA,2026-03-11T17:48:14.187Z,403.7,402.7,402.7,16.26,16.00,17.20,19.94,341.810,34.181,0.85,45.0,0.61,444
Compressor Array,D-003,2026-03-11T17:48:14.187Z,399.6,395.7,404.1,17.11,16.82,16.92,20.33,236.818,23.682,0.91,52.7,0.43,471
JMS Industrial,TX-JMS,2026-03-11T17:53:14.187Z,403.0,398.6,397.5,16.13,17.96,19.29,21.33,314.052,31.405,0.89,41.6,0.70,455
EBOOT CNC,TX-EBOOT,2026-03-11T17:53:14.187Z,399.4,403.3,398.6,19.44,19.20,18.23,22.78,279.697,27.970,0.89,62.8,0.93,422
SARA Mill,TX-SARA,2026-03-11T17:53:14.187Z,396.2,403.9,395.7,16.97,16.14,16.61,19.81,343.461,34.346,0.92,69.7,0.76,483
Compressor Array,D-003,2026-03-11T17:53:14.187Z,399.9,404.9,401.9,15.61,15.47,16.03,18.95,238.396,23.840,0.88,68.4,0.77,441
JMS Industrial,TX-JMS,2026-03-11T17:58:14.187Z,399.0,400.9,400.1,18.57,15.51,19.53,21.44,315.838,31.584,0.88,64.2,0.28,424
EBOOT CNC,TX-EBOOT,2026-03-11T17:58:14.187Z,400.1,395.3,399.4,19.87,18.29,16.71,21.85,281.518,28.152,0.90,69.2,1.18,469
SARA Mill,TX-SARA,2026-03-11T17:58:14.187Z,404.7,401.6,404.1,15.15,16.35,17.49,19.77,345.108,34.511,0.85,40.1,1.71,474
Compressor Array,D-003,2026-03-11T17:58:14.187Z,404.5,398.0,397.2,16.71,18.14,18.73,21.42,240.182,24.018,0.86,50.2,1.85,456
JMS Industrial,TX-JMS,2026-03-11T18:03:14.187Z,403.3,396.3,395.2,18.98,17.01,19.12,21.95,317.668,31.767,0.95,51.8,1.85,433
EBOOT CNC,TX-EBOOT,2026-03-11T18:03:14.187Z,401.7,404.5,395.7,17.92,15.95,19.31,21.29,283.292,28.329,0.90,60.9,1.78,443
SARA Mill,TX-SARA,2026-03-11T18:03:14.187Z,404.5,403.0,395.7,15.51,19.66,16.49,20.72,346.835,34.684,0.92,43.7,0.41,405
Compressor Array,D-003,2026-03-11T18:03:14.187Z,402.8,395.4,403.6,17.56,18.13,16.15,20.76,241.912,24.191,0.88,56.2,1.35,420
JMS Industrial,TX-JMS,2026-03-11T18:08:14.187Z,397.5,395.2,404.9,18.22,19.25,16.91,21.69,319.475,31.948,0.94,52.0,1.43,448
EBOOT CNC,TX-EBOOT,2026-03-11T18:08:14.187Z,396.1,399.0,401.3,18.01,17.82,19.35,22.01,285.126,28.513,0.85,47.5,1.18,465
SARA Mill,TX-SARA,2026-03-11T18:08:14.187Z,396.2,404.0,401.7,19.38,16.57,19.77,22.31,348.695,34.869,0.87,68.2,0.23,456
Compressor Array,D-003,2026-03-11T18:08:14.187Z,400.4,403.9,399.7,15.85,19.57,19.47,22.04,243.748,24.375,0.89,44.3,0.40,430
JMS Industrial,TX-JMS,2026-03-11T18:13:14.187Z,396.5,400.0,397.6,18.24,18.36,16.48,21.13,321.236,32.124,0.88,58.2,1.60,440
EBOOT CNC,TX-EBOOT,2026-03-11T18:13:14.187Z,400.4,402.3,402.5,18.57,15.55,18.80,21.26,286.897,28.690,0.88,41.2,1.45,487
SARA Mill,TX-SARA,2026-03-11T18:13:14.187Z,402.9,396.0,402.3,16.89,18.66,16.22,20.72,350.422,35.042,0.90,60.5,0.39,423
Compressor Array,D-003,2026-03-11T18:13:14.187Z,400.6,396.8,402.3,15.38,17.64,16.51,19.80,245.398,24.540,0.86,56.5,1.93,422
JMS Industrial,TX-JMS,2026-03-11T18:18:14.187Z,402.3,401.4,403.2,19.26,19.60,16.55,22.29,323.093,32.309,0.86,57.1,0.26,460
EBOOT CNC,TX-EBOOT,2026-03-11T18:18:14.187Z,403.6,404.6,396.8,16.83,18.14,16.17,20.55,288.610,28.861,0.94,64.4,1.31,454
SARA Mill,TX-SARA,2026-03-11T18:18:14.187Z,396.5,399.8,399.0,19.43,18.61,18.73,22.62,352.307,35.231,0.88,42.2,0.22,402
Compressor Array,D-003,2026-03-11T18:18:14.187Z,405.0,402.6,399.5,15.29,18.93,17.42,20.77,247.129,24.713,0.92,44.8,2.01,496
JMS Industrial,TX-JMS,2026-03-11T18:23:14.187Z,402.4,404.2,403.3,19.50,16.28,18.04,21.70,324.902,32.490,0.86,50.8,1.28,478
EBOOT CNC,TX-EBOOT,2026-03-11T18:23:14.187Z,399.0,396.6,399.7,15.01,15.10,16.82,18.70,290.168,29.017,0.91,42.4,0.56,452
SARA Mill,TX-SARA,2026-03-11T18:23:14.187Z,401.9,396.5,395.0,19.21,15.93,19.03,21.56,354.103,35.410,0.91,69.6,1.00,431
Compressor Array,D-003,2026-03-11T18:23:14.187Z,397.4,402.9,399.4,18.55,16.34,15.95,20.32,248.823,24.882,0.86,66.9,0.50,408
JMS Industrial,TX-JMS,2026-03-11T18:28:14.187Z,398.2,397.3,402.6,15.68,16.87,15.31,19.11,326.494,32.649,0.94,60.9,0.75,442
EBOOT CNC,TX-EBOOT,2026-03-11T18:28:14.187Z,404.0,403.1,402.8,18.65,17.84,16.44,21.35,291.947,29.195,0.88,65.9,0.76,464
SARA Mill,TX-SARA,2026-03-11T18:28:14.187Z,398.4,397.5,398.9,18.21,15.82,17.79,20.64,355.823,35.582,0.94,44.0,0.27,461
Compressor Array,D-003,2026-03-11T18:28:14.187Z,395.9,403.1,399.0,18.84,15.27,18.67,21.07,250.578,25.058,0.95,41.1,0.31,429
JMS Industrial,TX-JMS,2026-03-11T18:33:14.187Z,397.5,400.7,403.9,17.73,16.41,19.25,21.40,328.278,32.828,0.94,69.4,0.36,460
EBOOT CNC,TX-EBOOT,2026-03-11T18:33:14.187Z,398.1,401.8,402.1,18.95,17.32,16.98,21.33,293.724,29.372,0.87,62.7,0.46,439
SARA Mill,TX-SARA,2026-03-11T18:33:14.187Z,398.5,404.4,395.1,16.92,16.20,19.02,20.81,357.557,35.756,0.90,45.9,1.21,456
Compressor Array,D-003,2026-03-11T18:33:14.187Z,395.9,398.0,403.0,17.17,16.98,15.90,19.96,252.241,25.224,0.93,42.5,1.54,401
JMS Industrial,TX-JMS,2026-03-11T18:38:14.187Z,396.3,401.3,398.9,16.67,19.61,19.90,22.41,330.145,33.015,0.93,48.0,1.93,495
EBOOT CNC,TX-EBOOT,2026-03-11T18:38:14.187Z,399.4,402.6,401.7,17.37,19.95,15.58,21.23,295.493,29.549,0.89,56.1,1.83,431
SARA Mill,TX-SARA,2026-03-11T18:38:14.187Z,399.2,401.9,403.4,16.37,16.76,16.99,20.12,359.234,35.923,0.85,50.9,1.77,456
Compressor Array,D-003,2026-03-11T18:38:14.187Z,399.5,398.3,396.1,17.97,17.31,19.32,21.73,254.052,25.405,0.92,52.0,0.31,433
JMS Industrial,TX-JMS,2026-03-11T18:43:14.187Z,399.7,403.0,397.3,15.64,17.36,16.90,19.96,331.808,33.181,0.95,65.0,0.48,478
EBOOT CNC,TX-EBOOT,2026-03-11T18:43:14.187Z,399.8,398.5,395.8,19.58,19.67,19.44,23.36,297.440,29.744,0.91,59.7,1.66,489
SARA Mill,TX-SARA,2026-03-11T18:43:14.187Z,397.2,396.4,401.5,18.89,16.62,17.29,21.04,360.987,36.099,0.91,61.9,1.59,405
Compressor Array,D-003,2026-03-11T18:43:14.187Z,400.4,399.6,396.9,15.99,16.77,19.75,20.94,255.797,25.580,0.89,44.8,1.24,419
JMS Industrial,TX-JMS,2026-03-11T18:48:14.187Z,397.1,395.2,399.6,17.23,15.60,19.54,20.82,333.543,33.354,0.89,62.1,0.91,464
EBOOT CNC,TX-EBOOT,2026-03-11T18:48:14.187Z,404.7,402.3,405.0,17.51,19.02,19.11,22.48,299.313,29.931,0.89,51.5,1.46,432
SARA Mill,TX-SARA,2026-03-11T18:48:14.187Z,395.3,401.9,396.8,15.03,15.97,19.33,20.03,362.656,36.266,0.87,56.2,2.00,478
Compressor Array,D-003,2026-03-11T18:48:14.187Z,403.4,398.0,401.1,19.36,19.97,16.49,22.37,257.661,25.766,0.87,43.0,1.33,413
JMS Industrial,TX-JMS,2026-03-11T18:53:14.187Z,401.3,395.5,396.8,16.37,18.75,16.09,20.37,335.241,33.524,0.93,57.7,0.63,431
EBOOT CNC,TX-EBOOT,2026-03-11T18:53:14.187Z,397.0,402.6,398.0,15.60,16.72,17.43,19.86,300.968,30.097,0.89,56.2,1.58,421
SARA Mill,TX-SARA,2026-03-11T18:53:14.187Z,395.9,399.9,404.2,17.40,15.95,17.41,20.30,364.348,36.435,0.88,62.2,0.40,499
Compressor Array,D-003,2026-03-11T18:53:14.187Z,401.1,401.3,395.5,17.76,15.60,16.29,19.83,259.313,25.931,0.94,52.5,0.87,423
JMS Industrial,TX-JMS,2026-03-11T18:58:14.187Z,400.1,398.2,403.3,18.80,17.03,15.98,20.75,336.970,33.697,0.88,46.1,0.91,433
EBOOT CNC,TX-EBOOT,2026-03-11T18:58:14.187Z,404.8,403.6,403.5,19.64,15.06,17.89,21.25,302.739,30.274,0.86,69.1,0.83,423
SARA Mill,TX-SARA,2026-03-11T18:58:14.187Z,396.7,404.8,404.2,18.77,15.88,18.51,21.35,366.128,36.613,0.89,46.6,0.65,496
Compressor Array,D-003,2026-03-11T18:58:14.187Z,395.2,404.7,395.7,17.59,17.65,18.26,21.32,261.090,26.109,0.86,53.6,1.58,462
JMS Industrial,TX-JMS,2026-03-11T19:03:14.187Z,399.7,398.6,401.6,19.53,15.40,18.61,21.42,338.755,33.875,0.92,61.2,0.62,474
EBOOT CNC,TX-EBOOT,2026-03-11T19:03:14.187Z,398.0,404.5,400.4,17.05,16.67,17.53,20.55,304.451,30.445,0.92,68.8,0.32,413
SARA Mill,TX-SARA,2026-03-11T19:03:14.187Z,398.0,396.2,400.5,15.00,19.41,19.52,21.48,367.918,36.792,0.86,40.5,1.36,442
Compressor Array,D-003,2026-03-11T19:03:14.187Z,402.0,403.9,404.5,15.69,17.95,16.80,20.35,262.786,26.279,0.89,54.1,1.61,408
JMS Industrial,TX-JMS,2026-03-11T19:08:14.187Z,400.4,399.8,402.2,18.53,18.22,19.98,22.74,340.650,34.065,0.90,65.8,0.61,457
EBOOT CNC,TX-EBOOT,2026-03-11T19:08:14.187Z,403.1,402.7,402.7,16.55,17.69,19.66,21.71,306.260,30.626,0.89,66.6,1.57,476
SARA Mill,TX-SARA,2026-03-11T19:08:14.187Z,395.6,400.1,401.9,17.79,15.49,19.53,21.09,369.675,36.967,0.94,40.4,1.32,476
Compressor Array,D-003,2026-03-11T19:08:14.187Z,403.2,402.3,395.1,18.49,16.08,15.00,19.85,264.440,26.444,0.85,66.1,1.93,409
JMS Industrial,TX-JMS,2026-03-11T19:13:14.187Z,399.1,399.4,395.1,17.47,17.31,16.71,20.48,342.357,34.236,0.95,48.5,1.03,447
EBOOT CNC,TX-EBOOT,2026-03-11T19:13:14.187Z,402.8,399.7,398.4,19.70,15.19,15.98,20.38,307.958,30.796,0.91,45.9,1.27,433
SARA Mill,TX-SARA,2026-03-11T19:13:14.187Z,400.0,395.0,399.2,15.78,18.50,17.83,20.74,371.403,37.140,0.94,44.5,1.05,431
Compressor Array,D-003,2026-03-11T19:13:14.187Z,401.9,399.7,397.5,19.46,17.30,19.70,22.57,266.321,26.632,0.91,67.7,1.96,446
JMS Industrial,TX-JMS,2026-03-11T19:18:14.187Z,395.3,397.9,397.9,16.78,15.30,17.85,19.82,344.009,34.401,0.85,42.6,0.54,428
EBOOT CNC,TX-EBOOT,2026-03-11T19:18:14.187Z,397.5,400.9,398.6,19.01,16.28,18.46,21.44,309.746,30.975,0.91,65.8,1.71,443
SARA Mill,TX-SARA,2026-03-11T19:18:14.187Z,396.2,397.6,397.6,18.64,16.73,17.54,21.01,373.154,37.315,0.92,52.7,1.53,448
Compressor Array,D-003,2026-03-11T19:18:14.187Z,395.9,403.7,403.6,15.97,19.71,17.09,21.18,268.085,26.809,0.92,59.5,0.49,459
JMS Industrial,TX-JMS,2026-03-11T19:23:14.187Z,397.4,399.9,397.9,16.74,18.41,19.13,21.63,345.811,34.581,0.88,53.5,1.29,496
EBOOT CNC,TX-EBOOT,2026-03-11T19:23:14.187Z,395.1,398.5,404.9,17.28,19.19,18.05,21.78,311.561,31.156,0.86,47.7,1.52,499
SARA Mill,TX-SARA,2026-03-11T19:23:14.187Z,395.5,399.7,395.9,17.28,15.61,16.08,19.44,374.774,37.477,0.94,55.6,1.93,475
Compressor Array,D-003,2026-03-11T19:23:14.187Z,404.4,400.5,402.8,15.68,15.82,15.68,19.00,269.668,26.967,0.92,67.8,0.77,491
JMS Industrial,TX-JMS,2026-03-11T19:28:14.187Z,401.3,404.1,399.3,19.51,17.68,15.58,21.19,347.577,34.758,0.92,49.3,0.70,450
EBOOT CNC,TX-EBOOT,2026-03-11T19:28:14.187Z,399.4,402.3,403.1,17.71,17.06,16.96,20.78,313.292,31.329,0.95,68.8,1.34,438
SARA Mill,TX-SARA,2026-03-11T19:28:14.187Z,397.2,400.5,398.0,19.60,18.03,18.88,22.52,376.650,37.665,0.85,42.6,1.12,435
Compressor Array,D-003,2026-03-11T19:28:14.187Z,401.1,403.7,402.8,17.95,16.74,15.05,20.02,271.337,27.134,0.92,58.2,0.32,484
JMS Industrial,TX-JMS,2026-03-11T19:33:14.187Z,395.7,396.1,397.9,18.95,16.71,16.16,20.55,349.290,34.929,0.88,56.6,2.02,436
EBOOT CNC,TX-EBOOT,2026-03-11T19:33:14.187Z,399.1,396.5,402.0,17.97,16.41,15.44,19.89,314.949,31.495,0.91,58.3,1.20,431
SARA Mill,TX-SARA,2026-03-11T19:33:14.187Z,400.1,401.9,404.4,18.67,18.30,18.01,22.11,378.493,37.849,0.93,67.0,0.21,491
Compressor Array,D-003,2026-03-11T19:33:14.187Z,403.3,396.8,397.7,19.55,17.37,18.43,22.11,273.179,27.318,0.90,43.8,0.98,453
JMS Industrial,TX-JMS,2026-03-11T19:38:14.187Z,401.4,404.8,397.6,16.33,18.89,18.83,21.69,351.097,35.110,0.90,49.0,2.18,452
EBOOT CNC,TX-EBOOT,2026-03-11T19:38:14.187Z,396.0,398.4,401.6,15.29,18.90,19.56,21.44,316.736,31.674,0.93,53.7,2.15,487
SARA Mill,TX-SARA,2026-03-11T19:38:14.187Z,397.1,396.3,403.8,19.50,19.31,17.20,22.34,380.355,38.035,0.87,41.4,1.28,414
Compressor Array,D-003,2026-03-11T19:38:14.187Z,399.9,401.2,400.4,16.39,18.69,18.62,21.51,274.971,27.497,0.94,67.6,1.99,410
JMS Industrial,TX-JMS,2026-03-11T19:43:14.187Z,399.6,404.6,404.3,16.35,18.37,16.38,20.59,352.812,35.281,0.91,50.6,2.00,444
EBOOT CNC,TX-EBOOT,2026-03-11T19:43:14.187Z,396.4,403.3,398.5,16.50,16.89,18.35,20.66,318.458,31.846,0.88,41.4,1.33,452
SARA Mill,TX-SARA,2026-03-11T19:43:14.187Z,397.0,403.1,404.3,18.36,19.93,17.64,22.46,382.226,38.223,0.91,69.7,0.34,417
Compressor Array,D-003,2026-03-11T19:43:14.187Z,400.7,398.5,395.7,16.54,18.66,19.27,21.69,276.779,27.678,0.87,55.1,1.54,402
JMS Industrial,TX-JMS,2026-03-11T19:48:14.187Z,404.8,398.6,402.7,16.46,15.56,18.83,20.45,354.516,35.452,0.87,42.3,1.70,409
EBOOT CNC,TX-EBOOT,2026-03-11T19:48:14.187Z,398.4,395.6,403.9,18.76,15.03,17.41,20.45,320.162,32.016,0.92,42.1,1.68,401
SARA Mill,TX-SARA,2026-03-11T19:48:14.187Z,397.5,396.3,397.5,16.94,17.35,19.26,21.26,383.998,38.400,0.89,61.7,0.98,415
Compressor Array,D-003,2026-03-11T19:48:14.187Z,404.1,402.9,400.4,15.74,18.22,15.66,19.97,278.444,27.844,0.88,67.9,1.21,434
JMS Industrial,TX-JMS,2026-03-11T19:53:14.187Z,403.3,397.8,398.0,19.38,15.15,16.59,20.45,356.220,35.622,0.91,52.5,0.95,438
EBOOT CNC,TX-EBOOT,2026-03-11T19:53:14.187Z,399.0,396.4,395.8,15.05,19.27,16.95,20.35,321.858,32.186,0.93,47.6,2.11,457
SARA Mill,TX-SARA,2026-03-11T19:53:14.187Z,401.4,401.2,397.5,16.87,19.33,16.55,21.10,385.757,38.576,0.94,54.9,1.03,471
Compressor Array,D-003,2026-03-11T19:53:14.187Z,401.2,399.6,403.9,16.49,16.80,18.27,20.71,280.169,28.017,0.87,43.2,1.87,418
JMS Industrial,TX-JMS,2026-03-11T19:58:14.187Z,401.1,396.5,399.7,17.39,15.62,15.43,19.34,357.832,35.783,0.90,51.6,0.65,486
EBOOT CNC,TX-EBOOT,2026-03-11T19:58:14.187Z,403.5,404.6,396.3,17.35,17.97,19.08,21.83,323.678,32.368,0.94,45.7,1.52,401
SARA Mill,TX-SARA,2026-03-11T19:58:14.187Z,401.0,400.2,399.9,19.92,15.05,15.49,20.20,387.441,38.744,0.87,46.2,1.16,495
Compressor Array,D-003,2026-03-11T19:58:14.187Z,396.3,398.6,397.5,19.89,17.12,17.05,21.49,281.960,28.196,0.86,63.7,2.00,406
JMS Industrial,TX-JMS,2026-03-11T20:03:14.187Z,397.3,395.2,399.0,17.76,17.85,17.21,20.98,359.580,35.958,0.95,45.7,0.83,402
EBOOT CNC,TX-EBOOT,2026-03-11T20:03:14.187Z,404.7,395.7,398.5,18.80,17.79,19.20,22.30,325.536,32.554,0.91,68.0,1.60,475
SARA Mill,TX-SARA,2026-03-11T20:03:14.187Z,399.2,404.6,397.2,19.38,17.53,16.44,21.36,389.221,38.922,0.90,46.0,0.56,419
Compressor Array,D-003,2026-03-11T20:03:14.187Z,403.4,400.7,397.5,19.78,15.06,17.11,20.81,283.694,28.369,0.86,49.8,1.83,441
JMS Industrial,TX-JMS,2026-03-11T20:08:14.187Z,402.8,404.1,399.5,16.93,15.97,18.47,20.65,361.301,36.130,0.89,55.9,1.15,488
EBOOT CNC,TX-EBOOT,2026-03-11T20:08:14.187Z,400.0,402.4,395.6,15.08,18.13,15.53,19.47,327.158,32.716,0.87,40.7,1.95,437
SARA Mill,TX-SARA,2026-03-11T20:08:14.187Z,403.7,396.5,404.9,15.64,19.31,16.89,20.81,390.955,39.095,0.91,56.7,1.42,474
Compressor Array,D-003,2026-03-11T20:08:14.187Z,402.7,400.2,399.9,19.94,19.73,18.88,23.48,285.651,28.565,0.87,51.8,0.21,499
JMS Industrial,TX-JMS,2026-03-11T20:13:14.187Z,397.3,402.5,397.9,19.29,18.01,18.07,22.10,363.143,36.314,0.87,59.0,0.32,470
EBOOT CNC,TX-EBOOT,2026-03-11T20:13:14.187Z,400.8,397.5,397.4,19.70,16.61,17.13,21.30,328.934,32.893,0.89,57.7,0.24,440
SARA Mill,TX-SARA,2026-03-11T20:13:14.187Z,399.4,398.8,403.9,17.38,18.07,18.88,21.78,392.770,39.277,0.88,45.9,1.92,480
Compressor Array,D-003,2026-03-11T20:13:14.187Z,403.7,400.5,402.9,16.92,18.23,17.63,21.23,287.420,28.742,0.85,51.4,0.32,430
JMS Industrial,TX-JMS,2026-03-11T20:18:14.187Z,399.9,396.4,396.3,18.42,15.40,19.03,21.01,364.894,36.489,0.86,43.8,2.03,405
EBOOT CNC,TX-EBOOT,2026-03-11T20:18:14.187Z,401.1,400.8,401.5,17.90,15.26,15.91,19.69,330.574,33.057,0.93,42.7,1.52,412
SARA Mill,TX-SARA,2026-03-11T20:18:14.187Z,404.5,397.5,399.1,18.36,19.68,17.86,22.38,394.634,39.463,0.88,51.7,1.39,477
Compressor Array,D-003,2026-03-11T20:18:14.187Z,398.4,399.2,398.1,16.30,17.36,18.69,20.87,289.159,28.916,0.87,43.8,1.07,403
JMS Industrial,TX-JMS,2026-03-11T20:23:14.187Z,398.9,397.4,403.8,17.40,15.51,15.31,19.29,366.501,36.650,0.90,52.0,0.24,451
EBOOT CNC,TX-EBOOT,2026-03-11T20:23:14.187Z,396.3,400.8,400.2,16.01,15.46,19.78,20.46,332.279,33.228,0.91,50.9,1.72,464
SARA Mill,TX-SARA,2026-03-11T20:23:14.187Z,399.7,396.1,396.2,15.48,18.61,17.98,20.68,396.358,39.636,0.90,50.9,1.20,435
Compressor Array,D-003,2026-03-11T20:23:14.187Z,395.7,404.8,398.9,17.91,16.60,17.86,20.93,290.903,29.090,0.88,44.0,2.09,432
JMS Industrial,TX-JMS,2026-03-11T20:28:14.187Z,400.1,397.4,395.1,19.00,16.70,15.68,20.43,368.204,36.820,0.93,42.0,0.83,427
EBOOT CNC,TX-EBOOT,2026-03-11T20:28:14.187Z,396.5,401.9,397.7,15.29,17.54,16.82,19.80,333.928,33.393,0.91,56.0,1.06,404
SARA Mill,TX-SARA,2026-03-11T20:28:14.187Z,396.6,399.5,402.3,18.08,15.28,19.51,21.12,398.118,39.812,0.91,46.7,1.92,491
Compressor Array,D-003,2026-03-11T20:28:14.187Z,396.6,402.0,404.3,17.37,19.06,16.00,21.02,292.655,29.265,0.87,40.3,0.72,413
JMS Industrial,TX-JMS,2026-03-11T20:33:14.187Z,395.6,399.1,399.3,15.52,15.56,17.73,19.43,369.823,36.982,0.93,67.8,0.96,494
EBOOT CNC,TX-EBOOT,2026-03-11T20:33:14.187Z,404.5,402.1,404.5,19.46,19.81,18.96,23.50,335.887,33.589,0.86,47.9,1.14,403
